prediction,group,label
0.36015407101614627,1,0
0.4716102634809211,1,0
0.8173160871778802,0,1
0.42165109962712344,0,0
0.408608008767259,1,0
0.4003420798031663,0,0
0.7137560835264795,0,1
0.30675092980444885,0,0
0.8371268493715848,0,1
0.2828170369432076,0,0
0.40487499255855647,0,0
0.6515206333909923,1,1
0.27738730211628143,0,0
0.09944099282129892,1,0
0.35914913598508874,1,0
0.5760259041116189,0,1
0.31779071245104007,1,0
0.18284929046428042,1,0
0.44351819753759203,1,1
0.6330744958940111,0,0
0.4308365944051777,0,1
0.4987401956953801,1,0
0.3686379626945797,0,0
0.39431414493455136,0,0
0.37940349982816873,0,0
0.6280452145093451,0,1
0.6207201774317864,0,1
0.7131344845352623,0,1
0.5540445559949528,1,1
0.4898089662354775,1,0
0.5629510579050455,1,1
0.3257847847454295,0,0
0.27170114537886036,1,1
0.20453057709896377,0,1
0.4068236045159306,0,0
0.4072974376062557,0,0
0.5008126604511246,1,1
0.5212284272953397,1,1
0.6968021854036032,0,1
0.6760735507311035,0,0
0.21835049822503722,1,0
0.6310273202441495,0,0
0.37609704904522634,1,1
0.3967155237928522,0,1
0.5319371035558855,0,1
0.6815618981246069,0,1
0.8479636421897848,0,1
0.351367111868534,1,1
0.9548566276314273,0,1
0.8692866870081802,0,0
0.5942996763193322,0,0
0.4218077787706752,0,1
0.3194711190495338,0,0
0.19243051131600797,1,0
0.5052585224553772,0,0
0.7264524449773567,0,0
0.4308692759155928,0,0
0.14922623979300056,1,0
0.4003420798031663,0,0
0.3099776452557498,0,1
0.8154714954243992,0,1
0.8336295648284632,1,1
0.5899591676196315,0,1
0.3205112482368352,1,1
0.8685813323462023,0,1
0.3739050569350661,0,0
0.5830657159727257,0,0
0.43916262601118394,0,0
0.34314376454212353,0,0
0.7542258743202888,0,1
0.24556015968897105,1,0
0.446347823538744,0,1
0.6042163711540459,0,0
0.29769234321106525,1,1
0.8106842273883119,0,1
0.4635039895563944,0,0
0.25360523239475885,0,0
0.5553119154340103,0,0
0.7593395097417843,0,1
0.33157367000943,1,0
0.32555775249978913,1,1
0.42871199495095896,0,0
0.23714120895652507,1,0
0.48325476811174845,0,1
0.5178046505215005,0,1
0.32925853533455984,0,0
0.2321148926002237,0,0
0.13938184308912363,1,0
0.3210797707381279,1,1
0.4559771624622262,1,0
0.09573759527225575,1,0
0.4942538628365775,0,0
0.31235829308204166,1,0
0.2620278369327789,0,1
0.29614975344563343,0,0
0.21835049822503722,1,0
0.755540070607639,0,1
0.417966056727075,0,0
0.5997520291059966,0,0
0.7129757633067383,0,1
0.48325476811174845,0,0
0.36015407101614627,1,0
0.5052585224553772,0,1
0.1445037298121422,1,0
0.5008126604511246,1,0
0.7275695989418346,0,1
0.3730352123823646,0,0
0.595058377543662,0,0
0.26164839921403227,0,0
0.4421278537138956,0,0
0.5997840212726973,0,1
0.3962457711535579,0,0
0.769245491808577,1,1
0.3962457711535579,0,0
0.6996038195383328,0,1
0.6792662811588868,0,0
0.5891723208808218,0,1
0.4854532859922149,0,0
0.35890459501200556,0,0
0.5861061629636029,0,1
0.21063873612255207,1,0
0.48009567225708405,0,0
0.6177995422256853,1,1
0.4851002529992647,1,1
0.5240536734323401,0,0
0.23073818303488805,1,0
0.3578531949487864,0,0
0.3505203450736647,1,0
0.5199775237006852,0,1
0.4219102573432881,1,0
0.47227187440321083,0,1
0.12038648853903579,0,0
0.2566824295875113,1,0
0.6475532270874319,1,0
0.26458175069803036,0,0
0.31619086485522485,0,0
0.8993740944659113,0,1
0.44041389875936937,1,1
0.3610111744105705,1,0
0.6132764817803391,0,0
0.5446091132254076,0,0
0.7254316724582961,1,0
0.389790320678317,0,0
0.8612374177220544,0,1
0.2965060568505501,1,1
0.521581119116754,0,1
0.8844672768994523,0,0
0.24140392768672728,1,0
0.29769234321106525,1,0
0.5341281711666616,0,1
0.43285200090654247,0,0
0.6317301194323857,0,1
0.9373445528265212,0,1
0.5638762727290714,0,1
0.6268770256792855,1,1
0.17347101288324251,0,1
0.4660025441355214,0,1
0.45257683618048916,0,0
0.20813417960641004,1,0
0.5515615280219424,1,1
0.23646936153068762,1,1
0.6020254517850071,0,1
0.5520920588863119,1,1
0.5487553532736379,0,1
0.25860349808433225,1,0
0.6446362631409669,0,1
0.37035945232970424,1,0
0.5099691094102912,0,1
0.6359779401423764,0,0
0.5937263822257177,0,1
0.4613157552158998,0,1
0.9547251564878563,0,1
0.47227187440321083,0,0
0.7668256420375997,0,1
0.3603308974354781,0,1
0.4686305071404016,0,0
0.2990167696174779,1,0
0.15476263853534963,0,0
0.684789443879597,0,0
0.5108287015466727,1,1
0.3805296473035126,1,0
0.4660025441355214,0,0
0.3472001080467599,1,0
0.2420853498535331,1,0
0.4225579033663488,0,0
0.3000933223349727,0,0
0.5350530833063927,0,0
0.34096003491061555,1,1
0.7611702243391247,0,1
0.2263002391174407,1,1
0.5011659984392293,0,1
0.49738367040975023,0,1
0.5867389919333492,0,1
0.18921729554183492,1,0
0.375847736219069,0,1
0.47597973904738033,1,0
0.5319371035558855,0,1
0.3148245335936044,0,1
0.42165109962712344,0,0
0.14141947701134916,1,1
0.3189041069759135,0,1
0.5800189383817058,0,1
0.9171367367058632,0,1
0.48352013405605704,1,0
0.22436148232247594,0,0
0.6654182823311808,0,1
0.7428856020474778,0,1
0.4769714152270264,0,0
0.5475533039941549,0,0
0.6354045299163261,0,1
0.4898089662354775,1,0
0.5428801584254858,0,0
0.49645434559389334,0,1
0.7180292357636053,0,1
0.35667502850291033,1,0
0.5071055748742487,1,0
0.2620278369327789,0,1
0.6339375967906885,0,1
0.41822458736631435,1,0
0.4342358801640439,1,0
0.35924444173035264,1,1
0.19284340753845775,0,0
0.780056158110923,0,1
0.44508024479179153,1,0
0.5584343318843905,0,1
0.48858120214400874,0,1
0.8127366772696802,0,1
0.3864813182310044,1,0
0.41095483284404255,0,1
0.42823124870766316,0,0
0.35454921122001315,0,1
0.417966056727075,0,0
0.5801438577432507,0,0
0.6698361725119403,1,1
0.5027476506055686,0,1
0.5205955032439594,0,1
0.5168764082306069,0,1
0.43129951412451306,0,0
0.5584343318843905,0,1
0.6916101591085178,1,0
0.6397594562745071,0,1
0.24955679513473084,1,0
0.5771228514164644,0,1
0.3949871104457151,1,1
0.37940349982816873,0,0
0.21572162751756382,0,0
0.6295530432916709,0,1
0.7511786060711131,0,0
0.5522180808810503,0,1
0.5384635515787709,1,0
0.5184561100740461,0,0
0.349684873714778,0,0
0.4693840502075174,1,0
0.3967155237928522,0,0
0.8533680219503146,0,1
0.6498410719629263,0,1
0.6470542024769761,0,1
0.1705853163061372,1,0
0.14359263837968025,0,0
0.5071287341772688,0,0
0.5370291673281424,1,0
0.8551104166225637,0,1
0.42252538424885705,0,0
0.5210912224247612,0,1
0.24673413437642494,1,0
0.4769714152270264,0,0
0.5011659984392293,0,1
0.7837426424977638,0,1
0.18080880792031953,0,0
0.3414013073256232,1,0
0.3722635193227859,1,0
0.22961711756671177,1,0
0.3531331603189931,0,1
0.24817549392756605,0,1
0.1257216241282236,1,0
0.37894137023340096,0,0
0.4769714152270264,0,1
0.22530717782378,1,0
0.42010902828221486,0,0
0.9381951793682681,1,1
0.372884113161059,0,0
0.41642775856127734,0,0
0.24636944964602825,1,0
0.19399620642860746,1,0
0.25240951965977815,0,0
0.7864325254684466,0,0
0.5052585224553772,0,1
0.45039688087379626,0,1
0.4220789595358663,0,0
0.5146779266397862,0,0
0.2692045363579631,1,0
0.267132691531276,1,1
0.3600051934115203,1,0
0.4012348493753725,0,0
0.24024722562665937,1,0
0.4066567092801092,1,0
0.44134669723997083,1,0
0.4436889084562263,0,1
0.22301740349628058,1,0
0.19995812032764818,1,0
0.5608655602369848,1,0
0.6127310313180976,0,1
0.3862293830921399,0,0
0.48729924930479146,1,0
0.3632525411793682,0,0
0.13322454064351447,1,1
0.4669163896544333,1,1
0.49715854590736863,1,1
0.5209632409977025,0,1
0.42823124870766316,0,0
0.6289336876949669,1,1
0.5099691094102912,0,0
0.13794773818257142,1,0
0.18136007762497788,0,0
0.4503638902707004,0,0
0.40149016981165736,1,0
0.4288376015088094,0,1
0.45017397534739134,1,0
0.5821617275215878,0,1
0.23568242191343974,1,1
0.6965408647366854,1,0
0.42165109962712344,0,1
0.6058113055634032,0,1
0.14638414240664785,1,1
0.7565638768926446,0,0
0.48387309775658066,0,1
0.47227187440321083,0,0
0.8073175637839279,0,1
0.29299642461589354,1,0
0.20309475082487555,1,0
0.46784179393849457,1,0
0.60126979016283,0,1
0.8060102517786537,1,0
0.5397384062145971,0,1
0.16954237074903994,0,1
0.2186857432754374,1,1
0.17554650042271275,0,0
0.3140231966637599,0,1
0.2420853498535331,1,0
0.27093983723930015,1,0
0.19606320196972526,1,0
0.29299642461589354,1,0
0.3857641074157431,0,0
0.44973979869663244,1,1
0.4590846071180657,1,0
0.4741138990719502,1,1
0.11041398547703059,1,0
0.3115603791342177,1,0
0.3857641074157431,0,0
0.14684926927041334,1,1
0.8188360241244014,1,1
0.49293806098753645,1,1
0.4687856323312149,0,0
0.1795086393172011,0,0
0.5584343318843905,0,1
0.4596749897431462,1,0
0.5052585224553772,0,1
0.6690261096800735,0,0
0.3435392811334728,0,0
0.6201781565588805,0,0
0.47227187440321083,0,0
0.7447994162840347,0,1
0.5052585224553772,0,1
0.4639402506928027,0,1
0.5350530833063927,0,1
0.30727771367881934,0,0
0.358453012269419,0,0
0.3210797707381279,1,0
0.3531331603189931,0,0
0.6766730744479235,0,1
0.3552246344059761,1,1
0.522018855330952,0,1
0.2909295111060697,0,0
0.4260335627969936,1,0
0.46157983505531314,1,1
0.6455404960804164,0,0
0.40529775887593733,0,0
0.3879825400090929,1,0
0.2527320943545846,1,0
0.4897756613821147,1,1
0.5537819854912714,0,0
0.2564797345587231,0,0
0.2634592200681667,1,1
0.6147758983288506,0,1
0.6833583786948925,0,1
0.31779071245104007,1,0
0.43178110370211653,0,0
0.5337764610570528,1,0
0.25610554279300696,0,0
0.5337764610570528,1,1
0.3802791871015803,0,1
0.37940349982816873,0,1
0.5477124613565553,0,1
0.3235824683653203,0,0
0.33717641185551944,1,0
0.21063873612255207,1,0
0.5162580893054245,0,0
0.3194711190495338,0,0
0.3509198217501914,1,0
0.3344981838151286,1,0
0.4326822165836368,1,1
0.24334248223388122,1,0
0.4942538628365775,0,0
0.7592335960570865,0,1
0.5287522143302352,0,0
0.39882419918978285,0,1
0.5732253414982285,1,0
0.6490090508823977,0,1
0.6284245571766568,1,1
0.21515091673505476,1,1
0.4225579033663488,0,0
0.4700339733349995,1,0
0.5319371035558855,0,1
0.292456207813725,1,1
0.5052585224553772,0,0
0.4942538628365775,0,0
0.20709337229094676,1,0
0.8997562894127953,0,1
0.6868515629287928,1,1
0.5162580893054245,0,1
0.545985466516199,0,1
0.1432664757896703,1,0
0.23343455824088305,1,0
0.4961010258053847,1,1
0.38982202110331304,0,0
0.4544081882050061,1,0
0.42871199495095896,0,0
0.3056326394131657,1,0
0.5537819854912714,0,0
0.46507759844658314,0,0
0.32520192932436026,1,1
0.3606065922065624,1,0
0.5165234630274257,1,1
0.5501673409885427,0,1
0.33411790928820545,0,0
0.22565002040586823,1,0
0.4441735272339724,0,0
0.6903618982453804,1,1
0.36996107285674634,0,0
0.14044112334611267,1,0
0.2639399642805289,1,0
0.4958020674613801,0,1
0.6289336876949669,1,1
0.43049004985651973,1,1
0.5991145760577707,1,0
0.4942538628365775,0,1
0.3606065922065624,1,0
0.7366234512443245,0,1
0.5891723208808218,0,1
0.3862293830921399,0,1
0.11598209814374344,0,0
0.8915354886102015,0,1
0.41095483284404255,0,0
0.20453057709896377,0,0
0.4665876742164463,1,0
0.6330744958940111,0,1
0.6927945686303358,0,1
0.369503596670707,0,1
0.3879825400090929,1,1
0.3357639246386207,1,0
0.44325594410668473,0,0
0.45222669890046074,1,0
0.6295530432916709,0,0
0.41185501440805855,0,1
0.45503340088118965,0,1
0.3900748103420257,1,0
0.48325476811174845,0,0
0.42010902828221486,0,0
0.6640082527571891,0,1
0.42625378186094165,0,0
0.4060272800850141,1,1
0.4247072387270301,0,0
0.6707397333964609,0,1
0.4917433223950036,0,1
0.417966056727075,0,0
0.358453012269419,0,0
0.2575158633104639,1,0
0.19399620642860746,1,0
0.1519708128447819,1,0
0.3295041243532915,0,0
0.48325476811174845,0,1
0.44134669723997083,1,0
0.5709747215568279,0,0
0.37940349982816873,0,0
0.647676197643808,0,1
0.23343455824088305,1,0
0.3641128222212165,0,0
0.4280619088708033,1,1
0.6572140608792401,1,1
0.8514940685788138,0,1
0.5630764425621018,0,1
0.6558675973380034,0,0
0.345411230823162,0,0
0.5057905957430362,0,0
0.9248414652684103,0,1
0.1310631898497484,1,0
0.3274099327307574,1,1
0.3367378081721494,1,1
0.6470542024769761,0,1
0.3967155237928522,0,0
0.375847736219069,0,1
0.48729924930479146,1,1
0.27773907353313004,0,0
0.6058113055634032,0,1
0.6599991623758905,1,0
0.28471786814452266,1,1
0.41504794167765274,0,1
0.2245464601722207,1,0
0.23176516746353354,0,0
0.4260652607669819,1,0
0.1752927481350483,0,1
0.617273023144213,0,1
0.4568994682692647,1,0
0.5428801584254858,0,0
0.5319371035558855,0,0
0.278870883157733,1,1
0.5630764425621018,0,1
0.9449786403726869,0,1
0.40076330029923263,0,1
0.2649639157629075,0,0
0.30298208200916155,1,1
0.4541447505901309,0,1
0.24663196398345283,0,0
0.7412006357233861,0,1
0.3167264534863625,0,0
0.722621634177461,0,1
0.2263002391174407,1,0
0.1437233643615978,1,0
0.44169520321194866,0,0
0.45974393517910195,0,1
0.6555474324457873,0,1
0.4749037499062608,0,1
0.6058113055634032,0,1
0.33411790928820545,0,0
0.48822805280225096,1,0
0.35268484443697184,0,0
0.6811520918357465,0,1
0.14182995059987513,0,0
0.44551356515138074,1,0
0.6144034760194463,0,1
0.7856783135453027,0,1
0.5756806968088931,1,1
0.6209703183426661,1,0
0.4148910862419753,0,1
0.6862282987942218,0,0
0.53232934418117706,1,0
0.6455404960804164,0,1
0.14662962123126702,1,1
0.14684926927041334,1,0
0.6871696322136197,0,1
0.43285200090654247,0,0
0.12915232769158372,1,0
0.408608008767259,1,1
0.18865461605795408,0,0
0.44325594410668473,0,1
0.5519953946986104,1,0
0.20970332078324844,0,0
0.742535228995617,0,1
0.6663781325064169,1,1
0.3883181977958,0,0
0.45974393517910195,0,0
0.7091513527570819,0,1
0.3307502803790099,1,0
0.6737573070835161,0,0
0.7952400221605338,0,1
0.09358033914852737,1,0
0.31779071245104007,1,0
0.2990167696174779,1,0
0.4741138990719502,1,0
0.5802777714659753,1,1
0.6326552679913405,0,1
0.19606320196972526,1,0
0.17273659698793267,1,0
0.22654779740951578,0,0
0.17005999440949177,1,0
0.4782204041599747,0,1
0.5958479658835334,0,1
0.8471461975299556,0,0
0.793754629902995,0,0
0.8429059217547878,0,1
0.9490947093179151,0,1
0.174176614298296,1,0
0.638139625743047,0,1
0.41963084301972686,0,1
0.3583044440698038,0,0
0.6272075538209496,0,1
0.2321148926002237,0,0
0.47604410672575814,0,1
0.3939448223619346,1,1
0.39882419918978285,0,0
0.18824859674247732,1,1
0.46469284741111877,1,0
0.25025363885346424,1,0
0.34520764842705337,1,1
0.40059721221982403,1,0
0.25360523239475885,0,0
0.9390887709960194,0,1
0.38982202110331304,0,1
0.4961010258053847,1,1
0.8808872723803999,0,1
0.7449215115624306,0,1
0.34565153492585127,1,1
0.10760800933335261,1,0
0.14684926927041334,1,0
0.8543056200420596,0,0
0.45257683618048916,0,0
0.813677466781165,0,1
0.5782750431915165,0,0
0.3857641074157431,0,0
0.19212561820020088,1,0
0.43340295244002763,0,0
0.6605622917261693,1,0
0.2965060568505501,1,1
0.3811449135590742,1,1
0.37522516121455785,1,0
0.4769714152270264,0,0
0.7277078816149916,0,1
0.44599857912271335,1,0
0.417966056727075,0,0
0.19098130119588,0,0
0.4741138990719502,1,1
0.2503498723113395,1,1
0.5924559828358642,1,0
0.345411230823162,0,0
0.2329679728993129,1,1
0.38385109177696836,0,0
0.4785167051807964,0,0
0.8105148347466296,1,0
0.5428470845500499,0,1
0.7048549333981757,1,1
0.6518414554462999,0,1
0.18951865601686704,1,0
0.38426607994070755,0,0
0.4993591919801321,1,0
0.4225579033663488,0,1
0.6280763475983363,0,1
0.5128724910993846,1,1
0.47020626656115555,0,1
0.4961010258053847,1,0
0.24837381845937895,1,0
0.4942538628365775,0,0
0.5702965048132572,0,1
0.517335463256622,1,1
0.5760259041116189,0,0
0.5428801584254858,0,1
0.9369074639973999,0,1
0.9441526668882776,0,1
0.8213232678357919,0,0
0.9575035644739154,0,1
0.6042994548649055,0,1
0.4220789595358663,0,0
0.7864325254684466,0,0
0.41976474867725755,1,0
0.18284929046428042,1,0
0.587640091971064,0,1
0.41095483284404255,0,1
0.7180624691391219,0,1
0.6321565828742477,0,0
0.47788752094665615,1,1
0.25025363885346424,1,1
0.9129236476283483,0,0
0.3190444607401922,0,0
0.11851593138193041,1,0
0.48338283358289097,0,1
0.4961010258053847,1,0
0.5444167164927137,0,1
0.9523486696678887,0,0
0.7178333836838716,1,1
0.1333285637878475,0,0
0.4441735272339724,0,1
0.36729444552343615,1,0
0.40250710925278527,1,0
0.4961010258053847,1,1
0.38601592993473965,1,1
0.5467914013564884,0,0
0.31561713869333985,1,0
0.7201482835467001,0,1
0.40211732716270265,1,0
0.6093631913900013,0,1
0.4159507578966964,0,1
0.31463031373669537,1,1
0.6196629318186678,1,0
0.31193677983041707,1,1
0.5327934643768966,1,1
0.2396953653269015,0,0
0.18340538856602678,1,0
0.7112186562800421,0,1
0.40555391356938747,1,0
0.5952515725988842,0,0
0.555956156609752,0,1
0.3915810814778467,1,1
0.4749037499062608,0,0
0.25718928428877735,0,0
0.4457031077482434,0,0
0.6236632667619374,0,1
0.8165378616048369,0,0
0.641460694583302,1,0
0.17311629469170053,0,0
0.4243619484663905,1,1
0.6280763475983363,0,0
0.21423606182761817,0,1
0.7052005740581657,0,0
0.2783464569798836,1,0
0.7734975384345111,0,1
0.23694902606359491,0,0
0.6455404960804164,0,0
0.5121687036518547,0,0
0.4942538628365775,0,0
0.48352013405605704,1,0
0.5690060246991647,1,1
0.43952557879900733,0,1
0.463152550890598,1,0
0.18096625587421444,1,0
0.6176546599347352,0,1
0.5807543451661431,0,0
0.5602556426419765,1,0
0.46507759844658314,0,0
0.18255614643012072,1,0
0.21063873612255207,1,0
0.16393689072738538,1,0
0.3774535561671527,0,0
0.23599857775470645,1,1
0.16901960612840525,0,0
0.11041398547703059,1,1
0.3000933223349727,0,0
0.417966056727075,0,1
0.3798166436764837,0,0
0.5571358915365374,1,0
0.2790099951444717,0,1
0.5209632409977025,0,1
0.2273864760037046,1,1
0.6162731388503401,0,1
0.912726619437661,0,1
0.8295875964947678,0,1
0.7611702243391247,0,1
0.41976474867725755,1,0
0.22896018888682182,1,1
0.5493832799055144,1,1
0.4958020674613801,0,0
0.1579922836061342,1,0
0.6251470267766073,0,1
0.27470526770244397,1,0
0.6952019167243456,1,0
0.6162731388503401,0,1
0.33914652608259277,1,0
0.32868334686808076,0,0
0.7150740879172849,0,1
0.39456796350729983,1,0
0.5184561100740461,0,1
